n_paths,price,stderr,ci_low,ci_high,bs_price,bs_in_ci
20000,8.83870529837012,0.04090146927398288,8.758538418593114,8.918872178147128,8.827321225352122,True
50000,8.828906616521198,0.025973232806670236,8.777999080220125,8.879814152822272,8.827321225352122,True
100000,8.815433367486795,0.01838917128050787,8.779390591777,8.85147614319659,8.827321225352122,True
200000,8.8404755552128,0.013026182584469302,8.81494423734724,8.86600687307836,8.827321225352122,True
400000,8.82751404273375,0.009200101759504257,8.809481843285122,8.845546242182378,8.827321225352122,True
