price,stderr,ci_low,ci_high,bs_price,abs_error,rel_error,bs_in_ci,z_score,n_paths
8.807747043309535,0.013001207254844637,8.782264677090039,8.83322940952903,8.827321225352122,0.01957418204258765,0.002217454371816727,True,-1.5055664953955508,200000
